,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,silent,dual,balanc,delai,human,arround,cutest,upsid,leaki,pro,upcom,aliv,privat,engag,davinci,shock,teddi,restrain,everydai,foul,chairrail,enorm,grai,distinguish,anchor,signific,burnt,stainless,facepl,crummi,sooth,safer,tire,hei,prici,common,beauti,drool,automat,cutout,lvoe,blog,awkward,swallow,defin,troublesom,overnight,dora,persev,exhaust,obviou,ordinari,limit,wound,audio,dry,onlin,softest,regist,soil
,superfici,christma,unborn,delight,indespens,wide,engag,shy,fast,routin,ligh,cloudb,oooz,lessen,nightnight,colicki,inconveni,ultim,gener,blue,england,compens,closer,white,shinei,torrenti,stuck,taper,painless,odorless,pale,disatisfi,pivot,humid,faint,american,lousi,overpr,multi,intern,cupboard,irat,princess,snuggli,middl,nervou,stress,elabor,freddi,colicki,l,resign,rent,tilt,jazzi,estrogen,lanisoh,sweet,thie,larg
,lend,suburban,squar,scallop,unsupport,central,slick,toybox,ampl,almsot,girth,clen,healthi,splinter,wight,cooshi,eject,chubbi,stronger,fridg,outstand,dodg,lincoln,weird,relat,craze,funni,rectal,essentail,motherhood,intend,sesam,subtl,ran,unborn,louder,ineffect,drake,backup,occasion,purrfect,softer,afraid,snide,matern,bite,doesnt,paci,sponsibl,jiggl,midwest,crawl,streamlin,slipperi,hidden,neglig,plastic,aleast,confid,trhe
,caramel,ligh,davinci,offici,effici,robin,panick,reinforc,miser,grit,regist,ferri,practal,brilliant,stuck,picki,futur,atleast,quailti,clifford,rave,care,hypnot,unexpect,gross,traction,ricketi,bounci,sound,black,trim,excruciatingli,gripe,crunchi,heavyweight,advis,written,rustl,l,interchang,grippi,poopi,magic,cancel,copiou,soggi,twist,twilight,injur,dirti,kneel,earliest,christma,southern,overstimul,prospect,mediocr,grave,soften,walgreen
,icrib,grave,frequent,dealt,roomless,lent,signific,hing,huggi,function,warmer,bundlem,initi,benefici,fifti,indebt,detach,oldest,discret,sharp,user,upper,vibrant,poop,undon,bedsid,neutral,tail,urban,difinit,washabl,adapt,whistl,grit,snuggl,snug,hing,unattach,massiv,fluffl,insul,oral,grown,ensur,piddl,tore,dryabl,surpass,miniatur,temporari,primari,central,kolcraft,stairwel,lightest,brightest,wild,mini,unintrus,earliest
,cardboard,elderli,stress,mid,worldwid,icrib,dora,bisphenol,eleg,occasion,cardboard,destroi,earlier,bulkier,superfici,taper,unhappi,addit,ridg,fals,itchi,breastf,congest,moist,bummi,mold,seper,increas,choke,maximum,hei,tighter,restless,damn,social,lopsid,strokcraft,sanit,incontin,quilt,indispens,narrow,sued,sung,began,insist,flush,consecut,paranoid,unusu,soooooo,scrape,nestl,lounder,oatmeal,southern,med,horrid,tail,mid
,critic,pinch,starter,distil,special,couldnt,realist,allign,higher,distort,soggi,basic,afford,convien,tether,profession,confus,recom,wriggl,weak,shove,sharp,straightforward,pregnant,restrain,ford,gummi,twilight,breathabl,spong,agreat,uneven,newer,revers,accomod,torn,glow,reliabl,bang,heckuva,acryl,superb,east,unsur,southern,everyoth,frustratingli,movabl,snug,dissapoint,swim,aslo,graco,baggi,creativ,slowli,sensit,darn,drip,honor
,smoother,repeat,wireless,paranoid,disnei,blame,limit,snacki,equal,ordinari,chip,gorgeou,tippi,masonit,neutral,troublesom,breastf,imho,cheapo,hoorai,costli,cosmet,grate,safe,chip,micro,marvel,apar,yeasti,stuf,multi,public,thie,grei,basinett,misunderstood,skeptic,occur,indespens,friendli,delight,terribel,quiter,frantic,gentler,opposit,froggi,individu,crescent,ventur,ccomfi,poopi,neater,wise,silli,distort,macleran,definetli,uneasi,infest
,narrowest,anatomi,ducki,misshapen,exce,ziploc,harm,occur,purrfect,safest,ridicul,squrit,slpt,nonconvent,special,readi,reuseabl,rough,poopi,obviou,odorless,pivot,usabl,mar,twin,basinett,overnight,distract,intern,slimer,privat,artifici,scrunch,washabl,earli,dont,accomod,angri,rectangular,attr,danger,rout,toybox,poop,bzzing,detail,intstead,prepar,net,purrfect,roomier,fake,innov,concert,stretch,shorter,hershei,pink,waistlin,bore
,heav,flop,safetli,hypochondriac,ducki,seper,confort,uniqu,rid,blank,harder,yearold,critic,stimulatin,raw,spare,costli,emori,gassi,faulti,natal,enter,enjoy,bulkier,jealou,dens,primari,nicer,constant,curb,isi,common,snugli,babyish,homemad,itwith,giagant,relax,primari,mild,duct,forewarn,kidslin,calmer,addict,clipper,valuabl,injur,lynn,poop,cuddli,structur,sleepless,resist,toxic,j,matern,interf,cardboard,sustain
,crumpl,pickl,massiv,peic,squeaki,soooo,fexabl,audio,cheapo,clean,bumpi,icred,upbeat,snore,ducki,darn,herbal,awsom,salin,babyish,routin,stiffer,continu,unavail,diffrent,wont,straighten,tore,light,solder,convinc,arbitrari,sudden,lysol,annoyingli,babiesru,upcom,nicer,infantcar,faster,lag,red,activ,addit,wont,royal,overh,relax,sunni,ferri,spendi,confort,gravel,faster,sturdai,lag,pooki,numer,urban,outdoor
,sippi,luckili,aroung,seventh,costli,hardwood,mulitpurpos,magnigic,instor,plumb,unscent,safest,recharg,practal,steep,jiggl,fade,bebe,everytim,unbeliev,handwash,comprabl,drum,bett,deliber,lose,wont,practic,confid,anti,smallest,infanc,interchang,laugh,exclus,fallen,unassist,green,unsurpass,wont,babyish,soak,stare,misshapen,enter,heavier,weaker,outstand,camp,determin,unopen,ugli,bold,vw,tightest,trim,usabl,daycar,central,gener
,sake,confort,routin,arent,gring,tire,fair,frumpi,tangl,seali,chevi,fourth,denni,total,flush,hight,cushi,restless,lag,insul,bulkier,disinfect,common,upright,har,z,sesam,dismal,bo,thickest,eddi,manag,extend,measlei,bent,scallop,overh,cracker,terrifi,restless,viola,dry,sung,fragil,comforthold,stiffer,bitti,inher,handheld,breastf,cherri,doabl,intact,fail,sippi,darn,infant,comprabl,stationari,opposit
,babytrend,disagre,advis,mommi,uniqu,delta,confin,calmer,appeal,decsrib,calmli,saver,oppos,interferr,subaru,heavier,diffent,crawl,washabl,bedsid,deep,dens,snuggli,newborn,ruffl,lightweight,frustratingli,appeal,grunt,disapiont,realis,detach,unassist,rambuncti,regalo,unattract,critic,focus,natur,wider,incontin,supurb,nicaragua,disinfect,swivel,memor,hyster,estat,orthoped,horrid,began,sippi,develop,acknowledg,balanc,lavish,goreg,almsot,honor,floati
,attr,alarmist,fexabl,lazi,dramat,unbeknownst,eleg,dandi,intent,patchwork,public,itwith,graini,awhil,smartest,ei,trip,feasibl,x,kitten,med,disconnect,disapiont,wacki,droopi,staticki,screami,yellow,preform,wider,peru,accident,yearold,raw,daili,stiffer,girli,pregnant,squeak,grippi,seali,complic,opposit,healthier,safari,wipeabl,microfibr,seesaw,har,distort,attatch,daycar,sippi,awsom,intact,disinfect,upcom,loudest,crowd,lamb
,dens,ambigu,elabor,prematur,babysru,delic,polycarbon,refer,flimpsi,overnight,restauraunt,valuabl,clearer,inconveni,pet,oblong,j,configur,cuddli,sleepi,ridicul,despar,stylish,ador,dramat,tangl,fresh,unseen,prohibit,sick,mash,tight,cozi,ingeni,nicer,elmo,gorgeou,prickli,unintrus,smear,monorail,fisherpric,worn,taut,darn,reliabl,reveal,care,differnt,simpler,unborn,cutout,friendli,movabl,unclean,nearbi,reheat,lumpi,polycarbon,squat
,flex,lumpi,swore,dirti,shrill,reccommend,stimulatin,purrfect,alot,guilti,tipsi,public,promot,jordan,bummi,dead,pictori,fuss,warmer,smelli,maneuver,soft,intstead,weigh,nonstandard,tank,pricier,drawn,torrenti,anoht,unbeliev,washabl,acid,larg,covert,wipeabl,yearold,olin,reccommend,anchor,drown,regular,southern,individu,retri,stringi,reshap,averag,enorm,altern,uh,deciev,windi,pregnant,wacki,ziploc,classic,wise,roomi,froggi
,horizont,med,micro,eject,static,pat,undu,match,jerk,feasibl,uncommon,crave,leaki,faceti,match,snugli,movabl,wasnt,mid,faster,minor,gummi,cozi,fmvss,ghz,forceflex,lazi,frequent,frankli,pt,ideal,naturalatch,knock,retri,hind,outer,bent,blade,neautral,red,bearabl,drown,feasibl,lower,fresh,bright,flimpsi,looser,guilti,defenti,sad,baffl,skeptic,defenti,inaccur,slimmer,chicco,tradit,friendli,saver
,everyoth,squat,narrow,public,sooo,unsur,greater,danger,consecut,intent,foul,pine,unassist,fasin,sick,frustrat,effeci,laid,soggi,due,proud,unbeliev,skill,inher,irrit,jam,darn,heckuva,magnet,forewarn,peg,intent,pediatr,wobbl,cheerio,higher,lug,davinci,nighttim,stageseat,tore,upright,detroit,ordinari,tike,regal,bassinett,dedic,looser,sesam,beathabl,loudest,suppos,asham,toughest,tread,incap,coolest,ador,tight
,cheeri,shallow,separ,readjust,unborn,public,plush,afford,mesmor,congest,earlier,unsatisfi,newer,simpler,rig,trhe,bloodi,drool,dismal,avent,gross,y,optim,sorr,ipod,lould,wimpi,metal,wacki,tushi,readjust,unattract,fmvss,strokcraft,interact,sour,circular,reset,pottypir,versatil,latest,effeci,preciou,raw,darker,flimsiest,damag,bouncei,plesant,unsatisfactori,hind,secret,squeaki,mild,intermitt,reassembl,har,prickli,calmli,unbear
,festiv,warm,profession,modern,twist,irat,pricier,makeshift,stiffer,met,slipperi,upfront,twinkl,tangl,roomi,differnt,comfot,resist,instor,ampl,gripe,utmost,absolutli,seper,appeal,cramp,plant,flimsier,bendabl,bett,twisti,futur,weve,request,eldest,buggi,indoor,digest,prettiest,overpr,hardest,smuther,cold,bendabl,toughest,tradition,audio,mpore,faint,immov,contrari,safari,prefect,deem,extend,uneven,stretch,danger,tier,addict
,snazzier,overstimul,miser,reccomend,nonconvent,cake,ridg,grand,bumpi,shatter,backless,babyish,boost,feasibl,util,homemad,incap,complant,taup,airforc,heavier,becuas,fair,west,urban,greatest,pivot,angri,steep,wonderfulli,lessen,freez,magic,opposit,unseen,brainer,harder,toxic,nightli,unsatisfactori,peacefulli,chime,amhappi,satisifi,intern,sat,dodg,undamag,wild,lb,deciev,compens,cherri,gentl,eager,faster,bjorn,plastic,wonderful,chase
,popular,clearer,darl,nifti,squirt,frumpi,inconveni,sippe,shove,yep,stupid,afford,ugli,honour,delux,undon,delta,fourth,earliest,individu,unbeknownst,revers,doubler,earliest,smush,sleeptit,unsatisfactori,warm,overcom,suckl,oppos,dry,nation,babywis,petit,small,contour,main,ident,constant,dodg,amp,skip,confirm,drastic,drizzl,differnt,pliabl,complant,washabl,weekli,crucial,adapt,whimsic,discret,sane,intact,compel,feasibl,ecstat
,outstand,ultim,belov,christma,filthli,pliabl,snacki,fals,discreet,mislead,enorm,nake,itchi,fyi,nuzzel,tempt,regist,wobbl,neati,contin,breathabl,label,ditch,alert,humid,frill,olin,thin,invert,deeper,heavili,unnecessari,bent,sorr,silent,mediocr,interferr,wont,prickli,rectal,encourag,rear,babysru,sad,wildcard,clearer,lage,stiff,urban,white,swati,ricketi,tatic,quiet,human,sesam,doubler,imho,toxic,hilari
,endless,simplist,creepi,jerki,damp,usabl,sanitari,wireless,mose,valanc,nicest,perfumi,sour,marvel,lag,difficult,exist,liquid,liquid,gloriou,damp,sic,exist,repeatedli,faint,everydai,dora,estrogen,brittl,deserv,advis,defrost,burgandi,concert,johnni,complic,dissappoint,trim,curiou,nifti,unsupport,germi,dens,sippi,challeng,arent,outstand,belov,repeat,waist,honest,poop,floati,smart,boudreaux,eastern,weak,givent,mental,strokcraft
,pliabl,blackwel,grai,natal,calmli,unbear,walki,unsurpass,engag,sticki,funni,ideal,chewabl,slumpi,digress,weird,fussi,mellow,squishi,wider,reson,balanc,onlt,spotti,spaciou,pat,public,shatter,sad,fix,gummi,practic,nighttim,ruffl,quilt,toteatot,sampl,pro,unsturdi,rout,luckili,citru,multi,yield,torn,unknowledg,cutout,close,hypochondriac,cooler,panick,initi,wise,everydai,green,tacoma,raini,mealtim,slipperi,fourth
,unassist,remov,daili,latest,gummi,dissip,darn,consist,proper,clamp,slimer,cosmit,pricier,behold,skeptic,taller,starter,bake,compat,relish,mealtim,godsend,lightweight,tick,bothersom,beig,wasnt,grippi,releav,jordan,develop,mnth,wild,fridg,favor,wasnt,cornic,potenti,unavail,unattach,careless,newer,longer,routin,lager,overnight,wrestl,modern,gummi,babiesru,crescent,occasion,calmer,italian,citru,detatch,harder,cushioni,interferr,crunchi
,twin,skirt,reheat,stuf,toybox,snug,primari,z,disabl,awkward,sip,needlenos,stupid,sterdi,honda,deeper,darker,vagu,unavail,aggrav,longest,mobi,stimul,slam,sheer,laid,earlier,slide,yearold,central,cram,screami,itchi,satisfactori,smart,awkward,settl,jonni,appropi,physic,cushioni,wider,x,ziploc,plain,despar,cheapi,tubbl,stimul,groom,chines,doubler,sleigh,sooo,fuzzi,goldilock,hing,civic,usabl,wacki
,wander,plastic,forceflex,narrow,longest,speak,teenag,disnei,li,festiv,captiv,struggl,peac,lightest,comfot,heavi,dual,perfumi,needlenos,happier,deeper,delux,cri,cracker,leeri,beat,agon,individu,treat,restupright,cooler,substanti,taboo,ment,dresser,sturdi,highchair,administ,incap,inconveni,pure,stun,filthli,steadi,itzbeen,steam,fifti,exce,wonderful,unus,restauraunt,cuatro,biggi,random,hefti,lazi,bounci,rattl,unsatisfactori,dirti
,akward,pale,popular,sid,hungri,ducki,suffici,encourag,discontinu,plain,waist,kolcraft,intens,tinylov,confort,scratchi,analog,kidco,unbeliev,bleech,swallow,wonderfulli,suppos,brest,unbeliev,tho,dolphin,upfront,trim,holyok,slightest,walki,plasic,tini,boxi,sine,bitti,preciou,egd,yearold,european,past,sick,randomli,faceti,superb,piti,quicker,indebt,leaki,creativ,repeat,suburban,duralbl,ipod,fake,noce,complic,precari,fridg
,wipeabl,bake,reciev,workout,cardboard,net,countless,zippi,creativ,recom,cleaner,oatmeal,swaddlem,waistband,select,engag,straighter,belong,trasit,sanitari,frequent,waaaaaaaaaaaaai,detach,gloriou,fair,distort,trasport,matic,sponsibl,platex,establish,adequ,crunchi,endless,equal,unseen,compass,herbal,rental,narrow,seper,conveni,upbeat,elev,inconvi,thrown,eleg,slam,purrfect,proper,adopt,accident,fals,crave,flip,frill,terrif,floati,curiou,disnei
,enitr,countour,vivid,smart,precis,float,refer,craze,twin,exasper,cheeri,breathabl,desper,content,emili,gassi,airvent,undon,consign,smart,overs,trendi,uneven,picki,suppos,utter,fake,vari,dat,youngest,grubbi,wireless,fake,peacefulli,willingli,rub,bendabl,unforgiv,secret,ferri,pegasu,older,moldi,preciou,vast,irrit,crawl,content,nighttim,confort,sooth,soak,balanc,aroung,snuggl,younger,croth,effeci,jonni,superb
,fanci,outstand,enoug,dryabl,delic,anti,trim,younger,exce,conveni,shrink,hollow,interferr,accustom,giagant,uninterupt,bedsid,infest,northern,germi,snug,clamp,elderli,lighter,die,freak,consign,seesaw,prematur,cheap,daddi,forget,odorless,sleepless,eleg,muffli,repeat,hungri,awhil,kidco,floati,main,airvent,shrank,scientif,secret,grind,younger,puppi,opaqu,desir,core,dislik,aquababi,monorail,vagu,misc,smoosh,tricki,unbeliev
,appli,sad,overpr,unbeliev,festiv,uneven,nonstandard,smoothest,nonstop,sore,grai,heavier,nonstop,raod,overpow,lime,thankfulli,beacaus,chintzi,lamin,workin,sippi,elast,confus,toxic,awsom,sleepi,trhe,hunni,crunchi,ingeniu,grate,inflat,smooth,lazi,fade,eddi,fake,suppos,writh,greasi,bathtim,plow,wacki,wise,ador,diffent,engag,inher,thankfulli,weak,magnif,prettiest,plop,lamb,sooooo,sew,unders,hei,addit
,unsupport,heartbeat,exhaust,sage,excepton,squirt,advis,residenti,snacki,teriff,wobbl,bore,stole,safer,calm,sterlis,cynei,jordan,ugli,plusher,graini,darn,peg,interact,colicki,sheer,earliest,upright,undu,laid,kei,scrape,lamin,utmost,hungri,super,thinner,backyard,sturdier,lowest,crayon,determin,smudg,downstair,certifi,correl,uncommon,cold,clingi,cuter,disnei,tooshi,duralbl,unibodi,zap,northern,repel,warmer,develop,crumbl
,lavish,ghz,squiggli,sneak,gentl,content,sip,herbal,enviou,poop,squar,slpet,nonexist,widemouth,babybjorn,adher,cozi,unstabl,softest,unintellig,nicest,counter,twinkl,flimsi,fridg,launder,origin,lowest,alert,contort,vow,consign,typic,knock,stageseat,natur,infantino,aquababi,ampl,straightforward,elong,lamin,odorless,awkward,variabl,smart,blend,sterdi,interest,basic,desper,convien,delic,wintertim,unbuckl,wight,joovi,geniou,vibrant,eject
,concentr,ergonom,leaki,detach,decsrib,deem,tubless,delic,petit,precoci,b,ziploc,hug,irat,akwardli,static,compat,sweet,signific,reciv,sterliz,unbear,babyish,dodg,deserv,adult,sceptic,sweati,averag,glow,electrolyt,cheaper,suitabl,cold,grubbi,drake,painless,magnet,suitabl,newli,clever,fourth,dangli,confer,luv,lessen,hesit,lionheart,burnt,tummi,unexpect,germaphob,naturalatch,frill,unwil,whimsic,enfant,sabl,rsv,teeth
,coldest,seper,luckili,boudreaux,confus,avent,pivot,cutsi,babe,tail,mid,sassi,basinett,dens,suitabl,paulett,crotch,disapoint,stephani,nuclear,typic,disapiont,quailti,adher,tinylov,ricketi,puppi,dandi,dubiou,intern,intent,sad,snuggli,peg,symetr,fluid,bummi,circular,decsrib,advis,strict,cool,newer,fake,swore,earlier,feasibl,exhaust,stylish,inadequ,access,velcro,squirmi,contemporari,engag,trasport,narrowest,btw,lazi,ml
,rave,j,suppos,mellow,appeal,accomod,urban,pine,relat,confin,sponsibl,embroid,digest,fussi,faint,homeopath,unwieldi,stuffi,breathabl,clearer,quailti,unattach,frozen,appropi,eldest,superb,bett,hazi,fundament,kate,ridicul,obnoxi,insecur,blatant,dodg,offset,skill,adequ,empti,blown,irrit,curv,sanitari,onlt,exclus,weird,thie,withstand,anxiou,typic,cutest,minneapoli,agon,starter,progress,deepest,highest,slice,ampl,ziploc
,warn,lavish,dangli,looser,disappointingli,ultim,stuf,yield,simpler,multipurpos,prettiest,readjust,fone,b,lousi,faulti,ventil,olin,bounci,clear,assmebl,kidco,lage,wider,uniqu,popular,neatest,ambigu,privat,opposit,crotch,strict,desper,miniatur,cubbi,purel,pictori,yearold,ghastli,becuas,lactina,thinner,unbeliev,enjoy,crunchi,snug,sheer,adher,slightest,unchang,tooshi,usabl,electron,forese,dual,overpr,consign,mountain,altern,successfulli
,clear,wobbl,dont,immun,ment,adher,unsur,pale,colic,odyssei,painless,sadli,wahm,prici,raini,stainless,everyoth,prematur,puffi,moldi,earli,akin,connect,contour,cosmit,restless,lame,calmer,comic,utter,walgreen,asham,cake,afford,fnd,familiar,congest,mute,hefti,secur,discret,administ,bale,forewarn,grasp,gain,skill,occur,donat,faster,cheapest,inquisit,beati,inop,kickplat,mealtim,gogo,east,decompos,tradit
,reccomend,strengthen,forget,revers,deeper,dual,pedestrian,darker,gentli,ident,delta,faulti,wacki,listen,becasu,flimpsi,fling,offset,tempt,gener,spoke,looser,slight,green,handsom,light,dodg,gorgeou,louder,bounci,detoxifi,complant,tangl,purrfect,grind,overcom,tradition,frighten,squeaki,impos,hook,distort,pottypir,wight,conduct,bummi,approach,anti,shove,dunk,accept,defect,refund,virtual,plunk,obviou,cuddl,higher,contamin,snide
,disppoint,gross,tire,tall,usabl,dealt,ad,sherpani,accept,swap,btw,soak,forgotten,compat,wad,mischiev,secondari,awkwardli,toxic,snuggli,christma,miniatur,definetli,incontin,kidslin,forumula,paci,tacoma,stringi,harde,splurg,goldilock,fair,conveni,relat,unmark,static,sterliz,temp,sleepi,fickl,calmer,fexabl,flexibl,bite,ridg,goug,squeeki,chime,dismantl,cari,oistur,lessen,prici,sang,overpow,weve,germi,greatful,adjac
,consist,cosco,compact,pour,touchabl,unfortunatli,align,unexpect,glow,trasport,tote,trendi,atleast,soak,strang,bulkier,neighbor,safest,industri,overnight,nicaragua,stuffi,dispos,unreason,buckl,lime,nylon,newli,ultim,supposedli,moldi,est,tediou,incorrect,win,nonstop,independ,peg,tummi,fisherpric,magnigic,insecur,clamp,complic,scent,kiddi,facin,piti,unscent,dry,ugli,repetit,dug,newest,breathabl,awar,detroit,robust,brest,wild
,tangl,practic,zantac,small,li,cooshi,enabl,satisfactori,cardboard,wonderfulli,typic,bare,uniqu,seattl,paul,froggi,potti,imit,hardest,newer,strengthen,unsatisfi,realist,proud,cheeri,upgrad,alittl,stuffi,deeper,unavaili,wireless,fridg,accessor,crawl,calmli,lil,considerd,italian,bent,convien,nonconvent,engag,doubler,pat,discourag,cutest,tricki,appar,sanit,toxic,giagant,kate,sampl,awar,initi,slower,warn,puchas,restaraunt,woke
,moldi,treat,intermitt,awkward,pale,happend,rare,offici,compact,heavi,unheard,potenti,attach,hug,maneuver,grave,tire,uneven,jumbo,plain,warmer,itchi,flash,valuabl,mnth,fisherpric,oatmeal,purest,angelcar,defect,conciou,older,recomend,individu,secondari,lower,unsatisfactori,christma,snuggl,stringi,tubless,consist,forget,ferri,stuffi,regist,peg,versitl,blind,nanni,pt,grant,nifti,net,impend,tremend,dine,unobtrus,kate,faint
,modern,headboard,deeper,cushi,frozen,trash,insecur,bulker,feasibl,began,alot,daili,invert,sceptic,restrain,discern,emeri,disconnect,descript,precari,incoveni,oppos,greasi,gripe,misc,bebe,painless,zippi,snotti,severli,christma,tricki,overpr,ziploc,exclaim,latch,pickl,thick,taut,crumpl,buss,purest,blend,fast,breastfeed,kate,shallow,loud,wouldnt,slipperi,automat,workout,confus,intact,shown,focus,snazzi,forese,enorm,itchi
,keen,western,visibl,hinder,bowi,spong,deserv,frequent,foldabl,emori,frozen,duct,filthli,dismal,shy,piti,peg,western,exorbit,awsom,apt,leak,rough,hungri,stupid,purpl,skip,written,annoyingli,restless,favour,anchor,matic,bellevu,fumbl,choke,wond,drown,clifford,cheeri,bang,filthli,enviou,nearbi,mommi,medium,inadequ,circular,bake,bake,extend,exasper,papasan,cynei,granni,avent,trickiest,innov,beig,estrogen
,wonderful,infest,broken,beat,consist,waaaaaaaaaaaaai,tumbl,tidi,posh,fourth,altern,multi,paci,comlpic,zippabl,ridg,kohlcraft,louder,steal,afford,advis,benefici,stuf,discret,howtous,crush,cuatro,accept,heavili,nonstop,brainer,recomend,drastic,substanti,chunki,exclaim,dora,micro,nativ,prematur,makeshift,differnt,scratchi,waht,stronger,roomi,preemi,dodg,taboo,warn,moist,odorless,swivel,stroll,wont,nervou,lvoe,neatest,raod,particuarli
,interuppt,cheer,stuf,quieter,cumbersom,imho,mandatori,scratchi,steep,lousi,monorail,proce,lick,elong,worn,happier,minim,annoyingli,hilari,industri,kate,wiggli,fluffi,inadequ,reccommend,infest,vaug,scratchi,stress,happend,faint,comprabl,adhes,craze,honest,matic,leach,e,repeat,waistlin,snugli,warm,closer,grippi,twin,cooshi,submit,ambient,graco,bold,artifici,lift,doubler,bebe,sour,accept,extern,orang,contin,decongest
,oldest,adher,primari,darker,finest,burn,complic,patient,quieter,masonit,rave,polycarbon,unplug,deem,calmer,distil,identifi,kolcraft,narrowest,lounder,miser,stabl,mommi,heartbeat,random,ensur,aquababi,contour,viola,commerci,engorg,origion,elit,girli,redesign,ergonom,classic,frill,beig,vent,soooooo,tangl,reccommend,bounci,noisi,uninterupt,snoopi,sudden,tushi,squiggli,kiddopottomu,fals,encourag,wet,noisi,delight,match,messi,rave,plasic
,handsom,stun,peac,walki,disapiont,assist,dead,rare,fidget,disnei,raini,se,beig,strokcraft,babysru,ugli,undamag,cancel,soil,quick,contrast,sound,foremost,futur,yucki,written,mosaic,emili,focus,trek,wondr,notic,waterpfoof,rich,trim,wet,proper,heavi,tubbl,estrogen,walki,natur,piqu,piqu,complimentari,dandi,leari,navig,nonstandard,cheap,sceptic,count,indispens,makeshift,attatch,jumbo,undon,velcro,lukewarm,prepar
,electr,jerki,awak,disnei,bumpi,chrystal,fromt,heavier,maintain,strokcraft,nifti,swai,scent,crank,inconveni,inadequ,main,dangli,redus,distil,weaker,contemporari,pivot,friendli,awsom,accomod,bothersom,harm,scari,overheat,uneven,agon,eaten,warm,inform,tough,badli,insist,immobil,suitabl,newest,splinter,hesit,stylish,accomod,bothersom,frozen,burnt,squiggli,sorr,club,inher,simplist,crush,glide,cheer,connect,unbeat,disappear,wireless
,flimpsi,appeal,paci,afford,wirless,freak,precoci,youngest,inappropri,prompt,squishi,differnt,nhtsa,verifi,outstand,akwardli,infant,unsatisfi,peacefulli,dual,fewer,ipod,resili,stuffi,sleigh,unimpress,chewabl,fascin,boudreaux,readjust,confus,blog,cheaper,unintellig,desper,piti,separ,hollow,pretend,creepi,stuffi,stabl,itchi,hei,routin,wise,olin,valuabl,miami,indebt,accomod,cheapi,standard,modest,focus,lincoln,ghastli,oral,fanci,leaki
,ly,uncommon,mylicon,lower,toxic,main,petuina,insan,roomi,sung,sterl,unopen,seper,micro,unwelcom,immun,convinc,readjust,sweati,adher,matic,needless,plentli,deem,orneri,desir,teriff,burnt,handheld,focus,select,vast,minimum,repetit,daycar,detroit,stiffer,flang,releav,disappear,usabl,intent,daili,redril,unscent,dens,surpris,cheap,daili,caught,superb,marvel,annoyingli,basic,confort,sterliz,rattl,attch,ella,flimsiest
,resili,poopi,goug,closer,unconcern,softwood,tire,fenagl,polycarbon,vast,crook,grai,diffent,quot,soapi,vulner,comebersom,lionheart,wander,tylenol,rude,compact,worn,stimulatin,fanci,fragil,biggi,familiar,chime,flush,electron,static,tummi,wound,classic,unbear,celest,major,benefici,beacaus,jerki,analog,consecut,cross,separ,alot,sensit,irrit,disnei,revers,digit,cross,excess,funniest,unborn,opposit,eastern,upcom,sleek,flawlessli
,agreat,slice,seal,breastf,becuas,dr,awsom,excepton,curiou,shallow,posh,advis,convinc,closer,stuf,angri,clifford,moist,southwest,ligh,vagu,flawlessli,stumbl,graini,noce,newest,bulg,retri,liquid,spilt,restupright,readjust,intstead,reccomend,obnoxi,thrush,trickier,rock,paci,challeng,giagant,poop,spout,wahm,nonstandard,insan,neater,chairrail,petrifi,waistlin,unbeat,supris,portland,proper,lockabl,fresh,spaciou,extens,sesam,widest
,favour,regalo,aliv,individu,unbuckl,massiv,mix,impos,mould,fog,cutout,occasion,bent,convinc,tier,bounci,infuri,silent,ampl,safest,silli,pricei,quieter,blog,fix,colicki,pegasu,stuck,access,floati,daytim,high,vibrant,twin,sedat,puffi,feasibl,festiv,intern,substanti,emili,spout,upcom,overnight,teeth,n,graco,autist,nauseat,fresh,grind,perman,care,inaccur,orthoped,blackwel,opposit,comfi,bawl,thow
,accept,stuf,jordan,central,cancel,lastli,helpfula,neater,heavier,speak,spotless,mischiev,dowel,overdrawn,utter,yeah,davinci,breathabl,graco,primari,crumpl,extens,sesam,peg,cutsi,overdu,gross,rear,rental,ripe,die,oral,beig,traction,fewer,pediatr,fast,breathabl,precis,waterproof,cushi,faint,sharp,contort,contemp,attch,intrigu,bare,bent,penetr,hollow,discret,front,nt,gross,surpris,frumpi,fog,whimsic,amhappi
